Year,Country Code,Country Name,life_expatancy,life_expatancy_male,life_expatancy_female,ratio_mort_neonatal,ratio_mort_one_year,ratio_mort_five_year,ratio_maternal_mort,ratio_mort_in_year,ratio_poblation_0_14_year,ratio_poblation_15_64_year,ratio_poblation_more_64_year,ratio_population_growth,ratio_mortality_CVD_cancer_diabetes_CRD,ratio_infectious_diseases,porc_prev_malnutrition,doctor_1000_people,bed_1000_people,porc_water_service,porc_sanitation_services,porc_electricity,porc_internet,porc_secundary_school_compl,porc_literacy,porc_unemployment,porc_below_poverty_line,PIB_growth_per_capita
2000,HTI,Haití,58.365,,,,,,,,,,,,,,,,,,,,,,,,,
2008,LCA,Santa Lucía,72.698,,,,,,,,,,,,,,,,,,,,,,,,,
2006,MHL,Islas Marshall,63.489,,,,,,,,,,,,,,,,,,,,,,,,,
2002,PER,Perú,71.661,,,,,,,,,,,,,,,,,,,,,,,,,
1987,SLB,Islas Salomón,64.764,62.248,68.148,,,41.2,,6.887,46.1062886193702,50.7228667234549,3.17084465717492,3.19724741732398,,,,,,,,,,,,,,5.00964298555162
1997,MHL,Islas Marshall,63.225,61.307,65.517,18,18,41.2,,6.44,47.1035944841285,50.6197715726346,2.27663394323695,1.57853435556547,,,,,,,,,,,,,,-7.91085544148616
2017,BHS,Bahamas,73.632,70.04,77.17,7.4,7.4,13.6,77,6.84,22.0050373414866,70.5631296676858,7.43183299082753,0.765793758966215,19.2,,,1.9387,1.9387,1.9387,94.93058233,100,80.6,,,9.8,,2.26401961302444
1987,URY,Uruguay,72.613,68.822,76.586,12.9,12.9,26.2,,9.395,26.2607203443718,62.6461567935263,11.0931228621019,0.576461368755596,,,,,,,,,,,,,,7.37238939287026
1996,BOL,Bolivia,60.084,58.339,61.885,34.6,34.6,93.7,,10.525,39.4923778066523,55.8737819904881,4.63384020285963,1.86850882962671,,,,,,,,71,0.196081174,68.1460876464844,,2.44,,2.42944609268628
1994,BHS,Bahamas,70.851,67.626,74.025,10.4,10.4,19.4,,5.814,31.4515648995821,63.9075635254161,4.64087157500174,2.00398006965598,,,,,,,,100,0,,,13.83,,1.10240621746259
2013,CHL,Chile,79.339,76.579,82.034,5.3,5.3,8.3,18,6.037,20.4724440702186,69.0531675336464,10.474388396135,0.964976309009339,12.3,,3.1,1.8806,1.8806,1.8806,98.48645618,99.5999984741211,58,92.3772277832031,96.2670593261719,6.2,14.4,2.31640012009385
1999,AUS,Australia,78.9317073170732,76.2,81.8,3.5,3.5,6.3,,6.8,20.9012269444776,66.8108610700721,12.2879119854503,1.09397580294231,,,,2.4483,2.4483,2.4483,,100,40.7837839,,,6.87,,3.81438537004641
2010,VCT,San Vicente y las Granadinas,74.718,72.24,77.55,12.6,12.6,19.8,45,6.916,25.725133225076,65.7878004711479,8.48706630377604,-0.485517590904248,19.5,15.3477745259795,5.8,0.6648,0.6648,0.6648,82.5116114,92.799560546875,33.7,113.833808898926,,18.977,,-4.00552748187661
2013,VEN,Venezuela,73.196,69.297,77.323,11.4,11.4,17.6,124,5.711,29.0878837258027,64.7777567959726,6.13435947822479,1.23962007374554,16.1,,2.5,,,,94.4879418,99.2572174072266,54.9,80.002326965332,,7.54,29.4,0.0945791076821791
1987,NRU,Nauru,61.386,59.218,65.767,,,77.7,,8.915,35.3750428131065,61.7422080146135,2.88274917227994,2.68441434210394,,,,,,,,,,,,,,
2007,BRA,Brasil,72.365,,,,,,,,,,,,,,,,,,,,,,,,,
2001,TTO,Trinidad y Tobago,69.646,,,,,,,,,,,,,,,,,,,,,,,,,
2005,TUV,Tuvalu,63.836,,,,,,,,,,,,,,,,,,,,,,,,,
1993,COL,Colombia,69.342,65.221,73.757,16.7,16.7,32.1,,5.71,35.4587157752327,60.4836654101209,4.05761881464642,1.9713513727806,,,,0.9448,0.9448,0.9448,,92.4279937744141,0,46.8661308288574,91.0630874633789,7.8,,3.3282368891756
2010,CUB,Cuba,77.661,75.46,79.99,2.9,2.9,6.4,41,8.297,17.738896723704,69.5949773336548,12.6661259426412,0.0640748450108155,17.3,7.22610716888934,2.5,6.8152,6.8152,6.8152,89.19827609,97.5566482543945,15.9,92.6038513183594,,2.5,,2.32476685109735
1987,PAN,Panamá,70.888,68.047,74.094,19.4,19.4,34.4,,5.408,37.330050830761,58.3482462146819,4.32170295455703,2.21262930745239,,,,,,,,,,54.4030113220215,,,,-3.95779758521242
1992,SLB,Islas Salomón,65.767,63.385,68.829,14.2,14.2,36.2,,6.38,44.7915258253844,52.0463602251134,3.16211394950213,2.94001714344113,,,,0.157,0.157,0.157,,,0,,,1.307,,9.43483238638572
2022,GUY,Guyana,,,,,,,,,,,,,,,,,,,,,,,,12.358,,
1998,PER,Perú,69.082,66.623,71.673,18.6,18.6,45.1,,6.056,35.6876843513571,59.9014587601797,4.41085688846321,1.7695187906283,,,,,,,,72.072063,1.19038044,,,4.975,42.4,-2.13862490928778
2009,SLV,El Salvador,71.576,,,,,,,,,,,,,,,,,,,,,,,,,
1986,NRU,Nauru,61.494,59.383,65.843,,,81.5,,9.103,33.8005043100921,63.2029554917023,2.99654019820559,2.54170452109614,,,,,,,,,,,,,,
1991,DOM,República Dominicana,67.625,64.903,70.427,23.7,23.7,57.2,,5.92,38.5445665133638,58.0645037193604,3.39092976727584,2.07397993953864,,,,,,,,78.2,0,,,6.431,,-1.12786159425657
2012,VUT,Vanuatu,69.497,67.472,71.98,12.2,12.2,28.6,87,6.072,39.0910309797193,57.1472153618057,3.76175365847497,2.36696742718214,40.6,,7.4,0.1844,0.1844,0.1844,54.11783824,43.7895278930664,10.598,,,1.849,,-1.35275355914011
1990,PRY,Paraguay,67.944,66.207,69.749,22.1,22.1,45.6,,6.382,41.3268445254348,54.7214108611943,3.95174461337095,2.69430763811258,,,,0.65,0.65,0.65,,,0,,,,,1.35533724347989
1997,PAN,Panamá,72.97,69.971,76.161,15.5,15.5,27.5,,4.948,33.5038489330679,61.7031911163807,4.79295995055148,2.01399835927176,,,,1.2033,1.2033,1.2033,,78.2943496704102,0.539065541,,,6.016,,4.33831491373631
1988,VEN,Venezuela,71.252,68.967,73.638,,,32.3,,4.777,38.6585895152167,57.5941995992717,3.7472108855116,2.54321442622195,,,,1.6,1.6,1.6,,,,42.2550811767578,,,,3.16403814280312
2018,KIR,Kiribati,66.855,64.97,68.521,22.2,22.2,52.9,110,6.345,35.9540820290934,60.4818360645011,3.56408190640553,1.56542354171621,51,,3.9,,,,44.81107834,88.1031646728516,32.9863863,,,,,3.63899573318274
2017,DOM,República Dominicana,73.063,70.074,76.319,24.5,24.5,35.1,104,6.032,28.4383639559683,65.1767302411779,6.38490580285377,1.13014592909379,21,,6.2,,,,85.80633778,100,67.57124533,85.3822021484375,,5.83,25.6,3.49047723780494
2005,BHS,Bahamas,72.765,,,,,,,,,,,,,,,,,,,,,,,,,
2003,KIR,Kiribati,64.954,,,,,,,,,,,,,,,,,,,,,,,,,
2002,SUR,Suriname,65.531,,,,,,,,,,,,,,,,,,,,,,,,,
2005,TON,Tonga,69.768,,,,,,,,,,,,,,,,,,,,,,,,,
1990,CAN,Canadá,77.4365853658537,74.3,80.73,4.4,4.4,8.2,,7.3,20.7096852467501,68.0650931297124,11.2252216235375,1.50766067284807,,,,2.1,2.1,2.1,,100,0.360999701,,,,,
2017,GTM,Guatemala,72.551,69.613,75.52,12.4,12.4,26.3,95,5.015,35.0772583630235,60.358753204333,4.56398843264345,1.62765379973835,16.2,,16.3,0.28,0.28,0.28,67.1919655,93.3000030517578,37.9,56.936450958252,,2.46,,1.41564884120322
1989,SUR,Suriname,64.01,61.191,67.034,20.9,20.9,46.7,,7.708,36.8632295807983,59.5885488154432,3.54822160375845,1.53513383025808,,,,,,,,,,,,,,2.61260603429758
1995,NIC,Nicaragua,65.608,62.579,68.614,19.8,19.8,51.5,,6.051,43.4441517439165,53.6752670359931,2.88058122009035,2.06848169480527,,,,0.82,0.82,0.82,,69.8499069213867,0.030046478,32.6296310424805,,7.102,,3.74364193063145
1999,NIC,Nicaragua,67.12,64.153,70.081,17.4,17.4,41,,5.539,41.0521600719859,55.8171207304414,3.13071919757269,1.50287682750751,,,,,,,,72.2001266479492,0.497901643,43.3414688110352,,7.278,,5.43937912279478
1988,KIR,Kiribati,59.904,58.269,61.497,,,99,,9.843,39.8890904017857,56.6901506696429,3.42075892857143,2.44882528928799,,,,,,,,,,,,,,6.53329271788992
1990,TTO,Trinidad y Tobago,68.272,66.122,70.401,19.5,19.5,30.3,,6.694,34.0466799340081,61.0547339024262,4.89858616356571,0.817215123266559,,,,0.72,0.72,0.72,,,0,,96.9385528564453,,,0.682999954200753
2022,SUR,Suriname,,,,,,,,,,,,,,,,,,,,,,,,8.639,,
2000,DOM,República Dominicana,69.423,,,,,,,,,,,,,,,,,,,,,,,,,
2000,HND,Honduras,68.662,,,,,,,,,,,,,,,,,,,,,,,,,
2001,NIC,Nicaragua,67.215,,,,,,,,,,,,,,,,,,,,,,,,,
2012,ECU,Ecuador,76.062,73.332,78.842,8.1,8.1,17.3,72,4.793,30.3747774379334,63.4878279563337,6.13739460573294,1.60252187198822,12.8,,8.8,,,,82.86619903,97.1949310302734,35.13514645,83.9619903564453,92.0647277832031,3.23,27.3,3.96251917938639
1999,BHS,Bahamas,71.771,68.571,74.904,8,8,16.3,,5.74,30.3239595155985,64.7787892459991,4.89725123840242,1.53353013936073,,,,,,,,100,3.764557822,80.8951568603516,,7.45,,10.490061173522
2014,URY,Uruguay,77.366,73.196,81.36,5.1,5.1,9.3,17,9.508,21.3154821022086,64.0132424771753,14.6712754206161,0.309530574282718,17,,2.5,,,,96.32263939,99.6570816040039,61.46,,98.4359283447266,6.55,,2.91972964540865
2019,MHL,Islas Marshall,64.746,63.233,66.608,14.8,14.8,31.8,,7.29,34.9598130945594,61.4686385637793,3.57154834166136,-2.78025337337267,,,,,,,84.02750054,97.538200378418,,95.3398132324219,,,7.2,13.9640627353503
2008,BHS,Bahamas,72.667,,,,,,,,,,,,,,,,,,,,,,,,,
2005,MEX,México,74.376,,,,,,,,,,,,,,,,,,,,,,,,,
2005,PER,Perú,72.986,,,,,,,,,,,,,,,,,,,,,,,,,
2001,SLB,Islas Salomón,67.364,,,,,,,,,,,,,,,,,,,,,,,,,
2010,NIC,Nicaragua,72.009,68.854,75.128,13.6,13.6,24.1,98,4.491,34.440219999766,61.6544964008352,3.90528359939878,1.4638532507888,15.4,14.3794810996344,20,0.7278,0.7278,0.7278,66.9420976,78.1512145996094,10,66.4175567626953,,7.83,,2.8923739181472
1996,GTM,Guatemala,64.863,61.502,68.468,23.8,23.8,61.6,,7.33,44.4893777852059,51.7688282292446,3.7417939855495,2.40272092118981,,,,,,,,67.6799392700195,0.019534871,,,2.723,,0.513474282848065
1997,TTO,Trinidad y Tobago,68.719,66.525,70.872,18.3,18.3,28.4,,6.906,28.7987185279002,66.0235788742208,5.17770259787896,0.360008824744584,,,,0.7533,0.7533,0.7533,,,1.173174658,67.3447265625,,15.01,,7.13645880785354
2014,CAN,Canadá,81.7843902439025,79.76,83.91,3.6,3.6,5.4,12,7.3,16.2428037615894,68.1408095240032,15.6163867144073,1.00533757867378,10.4,,2.5,2.4961,2.4961,2.4961,99.31064352,100,87.12,,,6.91,,1.84102612431141
2021,DMA,Dominica,72.814,69.725,76.301,28.3,28.3,35.9,,8.986,19.862592784395,70.8192646297255,9.31814258587951,0.577535935346367,,,,,,,,,80.93300506,24.3449802398682,,,,6.06757501603501
2020,TUV,Tuvalu,64.382,60.67,68.978,10,10,21.9,,10.188,31.606287830879,62.399494082573,5.99421808654802,1.02611570026552,,,,1.1864,1.1864,1.1864,,99.6892318725586,,62.6556015014648,,,,0.47881470774233
1991,AUS,Australia,77.2756097560976,74.3,80.4,4.4,4.4,8.7,,6.9,21.9133447055195,66.8243550760026,11.2623002184779,1.2746217855676,,,,2.3473,2.3473,2.3473,,100,1.097203891,,,9.58,,-1.6447530474528
2009,TON,Tonga,70.012,,,,,,,,,,,,,,,,,,,,,,,,,
2007,URY,Uruguay,76.498,,,,,,,,,,,,,,,,,,,,,,,,,
2011,CAN,Canadá,81.4826829268293,79.39,83.68,3.7,3.7,5.7,12,7.1,16.417837372268,69.187020705999,14.3951419217329,0.978697786570341,10.8,,2.5,,,,99.47721571,100,83,,,7.51,,2.14230900946657
1991,DMA,Dominica,69.646,67.433,71.873,10.1,10.1,16.1,,10.32,33.1973792684514,57.6727267467928,9.12989398475579,-0.490543610384084,,,,0.528,0.528,0.528,,,0,,,,,1.84614136253339
2011,GRD,Granada,75.295,72.692,78.067,9.4,9.4,15.6,27,7.021,24.4657059816565,66.502201569815,9.03209244852852,0.767833539558842,22.9,,,,,,92.15729842,88.8000030517578,30,,,,,-0.00576766010701135
2014,GTM,Guatemala,71.964,68.882,75.1,13.9,13.9,29.5,107,5.071,36.7051637611415,58.9376049240983,4.3572313147602,1.72875760277972,17,,17.7,,,,66.4019023,85.4943695068359,23.4,58.4344100952148,81.2858963012695,2.72,59.3,2.65391190936224
1987,TON,Tonga,66.884,63.39,71.021,,,24.5,,6.866,40.9006899950715,54.8196977164449,4.27961228848365,0.322929267110215,,,,,,,,,,,,,,2.65360342849874
2009,ARG,Argentina,75.936,,,,,,,,,,,,,,,,,,,,,,,,,
2005,BRA,Brasil,71.753,,,,,,,,,,,,,,,,,,,,,,,,,
2004,VCT,San Vicente y las Granadinas,73.035,,,,,,,,,,,,,,,,,,,,,,,,,
2007,WSM,Samoa,72.1,,,,,,,,,,,,,,,,,,,,,,,,,
2016,GTM,Guatemala,72.355,69.359,75.392,12.9,12.9,27.3,103,5.038,35.617311726684,59.8958222555167,4.48686601779933,1.65807331834237,17.2,,16.4,,,,66.93445822,91.8155822753906,34.50932609,62.6390190124512,,2.58,,0.989365749396498
2010,GUY,Guyana,66.743,63.564,70.237,22.8,22.8,37.4,148,7.399,32.3094427765109,63.1547140346409,4.53584318884818,-0.443706996010097,33.5,20.5004228003982,8.7,0.6872,0.6872,0.6872,83.27808335,83.0916290283203,29.9,79.0836181640625,,11.812,,4.6015377876125
2020,ECU,Ecuador,72.153,68.765,76.056,6.7,6.7,12.9,66,7.534,26.4899690256678,65.9658726019369,7.54415837239534,1.40190462603926,,,15.4,,,,91.52492213,98.8499984741211,70.7,102.321632385254,93.6260986328125,6.11,33,-9.07131766962168
2019,LCA,Santa Lucía,73.445,70.1,77.058,12.6,12.6,24.1,72,8.068,18.9060019542679,72.3664280294652,8.7275700162669,0.389934037054534,17.7,7.9406531999336,,,,,83.37231796,99.5021820068359,76.98385013,91.8019790649414,,15.32,,-1.03680203695492
2016,TON,Tonga,70.661,67.991,73.561,5.3,5.3,12.2,84,6.817,36.5021403400894,57.490717309557,6.00714235035357,-0.391825983174624,25.8,,,,,,93.25737804,97.0199966430664,39.95,,,1.904,,6.98939252059962
1997,COL,Colombia,70.492,66.431,74.798,14.9,14.9,27.8,,5.476,33.9662407797952,61.7037826573033,4.3299765629015,1.78395611076054,,,,1.1197,1.1197,1.1197,,93.5889129638672,0.550521023,,,12.14,,1.60150354129796
1988,JAM,Jamaica,71.541,70.605,72.427,19,19,29.7,,7.118,36.9382312042332,55.9888279520326,7.07294084373423,0.791298188886025,,,,,,,,,,,,,,3.15480186766007
1995,TON,Tonga,68.17,64.74,72.204,8.1,8.1,18.9,,6.827,39.833860957325,55.1419583602146,5.02418068246038,0.24635980974319,,,,,,,,81.7884750366211,0.12323112,,,1.965,,7.11432385922393
2001,JAM,Jamaica,70.758,,,,,,,,,,,,,,,,,,,,,,,,,
2007,LCA,Santa Lucía,72.599,,,,,,,,,,,,,,,,,,,,,,,,,
2009,TTO,Trinidad y Tobago,73.126,,,,,,,,,,,,,,,,,,,,,,,,,
2003,VEN,Venezuela,71.94,,,,,,,,,,,,,,,,,,,,,,,,,
1999,ECU,Ecuador,72.463,69.397,75.618,15,15,31.4,,5.074,35.8222850608191,59.4369010556358,4.74081388354507,1.72566651819784,,,,1.3724,1.3724,1.3724,,93.071434,0.823371634,56.7242202758789,,5.189,,-6.36916360582323
1988,TON,Tonga,67.026,63.533,71.155,,,23.8,,6.848,40.5616790128499,55.0830368037084,4.35528418344165,0.560076413762006,,,,,,,,,,,,,,-2.42987249813703
2017,VUT,Vanuatu,69.71,67.645,72.254,11.1,11.1,26,94,5.829,39.8118447210747,56.4810380410627,3.70711723786259,2.44878023745694,39.8,,12.3,,,,52.90662802,62.7999992370605,30.8,,,1.71,,3.74544632653678
1996,GUY,Guyana,63.205,60.066,66.731,29.3,29.3,51.7,,7.977,36.1909071546723,59.9937232150144,3.81536963031329,0.250056598946645,,,,,,,,71.9872665405273,0.065854115,73.4029693603516,,11.818,,7.68590487832658
1993,PRY,Paraguay,68.633,66.603,70.782,20.7,20.7,40.9,,6.02,41.1729716475634,54.7354698592848,4.09155849315176,2.51999511470782,,,,,,,,,0,,,5.06,,2.32500942073072
1985,GRD,Granada,69.58,66.837,72.107,,,29,,7.576,36.5290924276169,56.8102728285078,6.66063474387528,0.957078946145273,,,,,,,,,0,,,,,4.97023711423398
2018,GUY,Guyana,68.896,65.503,72.439,18.5,18.5,30.3,118,7.499,29.0993540535242,65.1945095822608,5.70613636421502,2.8750028594538,29.4,,5.4,1.819,1.819,1.819,85.76842506,91.1983795166016,,,,14.02,,1.48108436526509
1988,PAN,Panamá,70.888,67.943,74.208,18.8,18.8,33.3,,5.42,36.9002151356513,58.7530948909649,4.34668997338383,2.1783179359972,,,,1.793,1.793,1.793,,,,56.6783981323242,,,,-15.2463036631367
1997,GRD,Granada,72.568,69.893,75.23,7.8,7.8,16.2,,6.827,35.2776211883636,57.1040801148287,7.61829869680763,0.668269318410883,,,,0.4035,0.4035,0.4035,,,0.990883868,,,,,4.31604797595182
1985,WSM,Samoa,66.347,63.461,69.926,,,35.6,,6.229,42.7735389586017,53.9712280764969,3.25523296490138,-0.157217640755535,,,,,,,,,,,,,,4.08300463900184
2020,LCA,Santa Lucía,73.416,70.042,77.055,12.8,12.8,24.5,73,8.205,18.5729469165042,72.5106214415033,8.91643164199256,0.365547330085114,,,,,,,83.36810833,100,77.53773417,81.2807922363281,,20.39,,-24.6405971755268
1998,PAN,Panamá,73.279,70.308,76.431,15.2,15.2,27,,4.896,33.1121510243827,62.0103657436555,4.87748323196172,2.00193307218632,,,,1.1932,1.1932,1.1932,,79.0925750732422,2.750648071,,,6.029,,5.2139626982177
1999,NRU,Nauru,58.803,55.912,63.044,26.1,26.1,44.1,,8.207,39.5839352788212,58.754695174805,1.66136954637388,0.0578034698175382,,,,,,,,99.3210067749023,,,,,,
2001,DOM,República Dominicana,69.642,,,,,,,,,,,,,,,,,,,,,,,,,
2000,ECU,Ecuador,72.839,,,,,,,,,,,,,,,,,,,,,,,,,
2002,LCA,Santa Lucía,71.472,,,,,,,,,,,,,,,,,,,,,,,,,
2009,VEN,Venezuela,72.579,,,,,,,,,,,,,,,,,,,,,,,,,
1985,CRI,Costa Rica,75.111,73.203,77.136,10.8,10.8,22,,4.014,35.8665621731194,59.6780472984846,4.45539052839601,2.75319653423939,,,,,,,,,,28.2307205200195,,,,-2.01363590910174
1989,COL,Colombia,68.533,64.576,72.781,18.7,18.7,36.8,,5.826,36.555647119296,59.6149649171163,3.82938796358764,2.10958011736201,,,,,,,,,,43.0514106750488,,,,1.25534326900443
2018,DMA,Dominica,73.59,70.405,77.247,27.2,27.2,34.5,,8.417,20.6226834692365,70.1641427512443,9.21317377951922,0.594793080912983,,,5.7,1.1034,1.1034,1.1034,,100,,,,,,2.93351857168791
2017,CAN,Canadá,81.8329268292683,79.75,84.02,3.5,3.5,5.3,13,7.5,16.1748393949584,67.0474708924841,16.7776897125574,1.19952071057872,10.1,,2.5,2.6102,2.6102,2.6102,99.14388406,100,92.70137191,,,6.34,,1.81127891680259
1998,VEN,Venezuela,72.668,69.725,75.775,11.3,11.3,23.4,,4.758,34.7933010375888,60.6243670443514,4.58233191805978,2.00369477357965,,,,,,,,98.4,1.383990391,,,11.15,49,-1.6955323857015
1989,PER,Perú,64.352,61.577,67.34,28.9,28.9,84.6,,7.607,39.7548828260933,56.6519090481079,3.59320812579878,2.24715200247878,,,,1.035,1.035,1.035,,,,,,,,-14.2605482152831
2008,NIC,Nicaragua,70.586,,,,,,,,,,,,,,,,,,,,,,,,,
1996,ARG,Argentina,73.307,70.123,76.418,12.6,12.6,23.2,,7.541,29.0505618609344,61.4904628684744,9.4589752705912,1.26041058779251,,,,,,,,94.1649398803711,0.141954704,,,17.11,,4.20496731858427
1985,URY,Uruguay,72.123,68.397,76.047,13.7,13.7,28.5,,9.423,26.5143958726513,62.6319700881302,10.8536340392184,0.529236923536451,,,,1.947,1.947,1.947,,,,,95.3799819946289,,,0.930956148510731
2018,URY,Uruguay,77.611,73.753,81.283,4.1,4.1,7.3,18,9.863,20.4907760103319,64.478944232373,15.0302797572951,0.141387931879728,16.9,,2.5,,,,97.48035591,99.8000030517578,80.72684288,,98.703857421875,8.34,,0.335943932037992
2003,ECU,Ecuador,73.975,,,,,,,,,,,,,,,,,,,,,,,,,
1995,AUS,Australia,77.8292682926829,75,80.8,3.7,3.7,7,,6.9,21.519675694033,66.5910274171542,11.8892968888128,1.11373422085118,,,,2.4778,2.4778,2.4778,,100,2.759654513,,,8.47,,2.73649928553792
1986,PRY,Paraguay,66.656,65.096,68.26,23.9,23.9,52.9,,7.145,41.2704306101137,54.7558090190199,3.97376037086633,2.80374356590874,,,,,,,,,,,,,,2.06276426617822
2018,GTM,Guatemala,72.726,69.896,75.571,12,12,25.4,98,4.995,34.5554976563894,60.7905419145338,4.65396042907684,1.60038598150372,16.6,,16.2,0.3549,0.3549,0.3549,67.44372128,94.4292373657227,41.5,56.4037818908691,80.810676574707,2.28,,1.76513639905617
2016,HND,Honduras,72.588,70.257,75.078,11.4,11.4,19.8,62,4.183,33.498735175338,62.8655406692723,3.63572415538965,1.77333693683233,19.3,,13.8,0.5982,0.5982,0.5982,79.96425438,91.5999984741211,29.5,,88.9874801635742,6.73,49.7,2.06683934614527
2008,GTM,Guatemala,70.356,,,,,,,,,,,,,,,,,,,,,,,,,
2017,GUY,Guyana,68.667,65.303,72.207,19,19,31.3,123,7.472,29.7243898476519,64.6697290016928,5.60588115065535,0.547185665228521,29.8,,6.1,,,,85.7631015,90.2958145141602,37.32583679,,,13.757,,3.16830457370034
2010,ECU,Ecuador,75.43,72.458,78.488,8.9,8.9,19,76,4.852,31.1618356625005,62.9572512195217,5.88091311797781,1.66031048053538,13.1,14.5584466555545,12.3,2.1111,2.1111,2.1111,80.48226877,97.4621429443359,29.03,84.9476318359375,91.8540420532227,4.09,32.8,1.82064769346837
2021,KIR,Kiribati,67.417,65.504,69.096,20.8,20.8,48.2,,6.236,36.1709887176622,60.0862082343995,3.7428030479383,1.88854075847608,,,,,,,,,53.6270365,,,,,-0.398882929059496
2017,URY,Uruguay,77.625,73.732,81.316,4.4,4.4,7.9,16,9.724,20.7676172100378,64.3195072877816,14.9128755021805,0.24675383930737,16.1,,2.5,4.9398,4.9398,4.9398,97.19214802,99.8000030517578,70.3223544,,98.61572265625,7.89,,1.37729272694764
1996,URY,Uruguay,74.088,69.787,78.526,9.5,9.5,20,,9.321,24.6892155554698,62.7996176200365,12.5111668244937,0.569797684026874,,,,3.703,3.703,3.703,,95.9,1.847472089,,96.7818069458008,11.93,,4.97808765167522
2018,GRD,Granada,74.808,72.06,77.796,10.5,10.5,16.5,21,7.956,24.0979825670152,66.4714621054187,9.43055532756611,0.755485367413198,23.7,,,1.4363,1.4363,1.4363,,92.3000030517578,61.4,106.680297851563,,,,3.57595748640898
2020,CUB,Cuba,77.567,75.044,80.225,2.4,2.4,5.1,39,10.23,15.8605291460758,68.5876660008081,15.5518048531162,-0.141475202325743,,,2.5,,,,91.35635221,100,71.11907507,86.0506973266602,,1.4,,-10.8222657978536
1994,BOL,Bolivia,58.989,57.295,60.718,36.9,36.9,102.8,,10.689,39.9770527205784,55.790483735279,4.23246354414264,1.95873086716432,,,,,,,,64.1,0,64.3186264038086,,3.08,,2.63706307911326
2021,PRY,Paraguay,70.262,67.434,73.385,9.7,9.7,18.2,,7.638,29.0209103823071,64.7506436275909,6.22844599010203,1.27761600231743,,,,,,,,,77.01838621,,,7.31,,2.7808445868079
2002,NRU,Nauru,58.181,,,,,,,,,,,,,,,,,,,,,,,,,
2003,PRY,Paraguay,70.297,,,,,,,,,,,,,,,,,,,,,,,,,
2002,TON,Tonga,69.335,,,,,,,,,,,,,,,,,,,,,,,,,
2006,URY,Uruguay,76.362,,,,,,,,,,,,,,,,,,,,,,,,,
2006,WSM,Samoa,72.021,,,,,,,,,,,,,,,,,,,,,,,,,
2014,AUS,Australia,82.3,80.3,84.4,2.4,2.4,4,5,6.6,18.9114082764031,66.4238210999903,14.6647706236066,1.49156648912847,9.3,,2.5,3.4314,3.4314,3.4314,99.99115238,100,84,,,6.08,,1.06033708469104
2016,NIC,Nicaragua,73.256,70.344,76.122,10.9,10.9,17.8,77,4.633,31.7392849065655,63.7168142977993,4.54390079563516,1.42874739634574,15.8,,18,0.9537,0.9537,0.9537,72.83194574,84.6401138305664,24.57183396,,,3.9,24.9,3.08018861352748
2014,VEN,Venezuela,72.853,68.887,77.075,11.3,11.3,18,119,5.971,28.7768625569181,64.9376581861809,6.28547925690101,1.18352016638979,16.5,,4.5,,,,94.66960303,100,57,77.4178924560547,,6.865,29.5,-5.02511141422512
2019,ARG,Argentina,77.284,73.857,80.681,5.9,5.9,8.6,33,7.6,23.9395441152544,64.4598576572582,11.6005982274874,0.993397493293046,15.7,17.5964944783087,3.5,4.0685,4.0685,4.0685,,100,79.94695203,93.5391998291016,,9.84,35.5,-2.96956249866219
2007,CHL,Chile,77.826,,,,,,,,,,,,,,,,,,,,,,,,,
2000,SUR,Suriname,65.508,,,,,,,,,,,,,,,,,,,,,,,,,
2012,BOL,Bolivia,66.705,64.288,69.312,20,20,37.3,179,7.433,34.1377761349261,61.0205287814778,4.84169508359606,1.65463539887486,18,,16.7,,,,51.50589073,90.3873748779297,35.34,86.0089416503906,94.4605712890625,2.07,,3.39719643988016
2015,SLV,El Salvador,71.814,66.834,76.572,7.6,7.6,15.4,44,7.07,28.3671766596598,64.2837597932681,7.34906354707204,0.346286117647337,10.8,15.4159609244775,10.6,,,,83.09007631,95.4000015258789,26.80260496,83.0759506225586,87.9698486328125,4,,2.04601626752148
2021,VUT,Vanuatu,70.449,68.397,72.945,9.9,9.9,23.2,,5.395,39.6156503565089,56.6611778972321,3.72317174625905,2.3627415254938,,,,,,,,,66.33566871,,89.0999984741211,2.118,,-1.89628120170225
2016,PAN,Panamá,77.653,74.692,80.736,9.1,9.1,16.4,49,4.904,27.7983596254312,64.6933757275379,7.50826464703087,1.73456002172234,10.7,,7.8,1.5699,1.5699,1.5699,79.83758375,93.1647720336914,54,,,4.759,22.1,3.14843271100902
1987,AUS,Australia,76.1517073170732,73.02,79.44,5.3,5.3,10.6,,7.5,22.7082044195276,66.6493329427454,10.642462637727,1.52113890433154,,,,2.1,2.1,2.1,,,,,,,,1.01099434127158
2020,SLV,El Salvador,71.061,66.432,75.413,6.3,6.3,12.8,43,8.442,26.083984839015,65.812244318087,8.10377084289794,0.199062369975812,,,7.7,,,,82.44975254,100,54.60136976,,89.9845275878906,5.02,26.2,-8.35982023774503
1997,BOL,Bolivia,60.752,59.04,62.523,33.3,33.3,89.2,,10.329,39.2442224657961,55.9685114301547,4.78726610404922,1.83860984739205,,,,,,,,67.330431,0.447839036,71.3997268676758,,2.08,,3.04214191428886
